symbol,sex,statistic_diet,p.adj_diet,statistic_treatment_FOSGOS,p.adj_treatment_FOSGOS,statistic_treatment_1472,p.adj_treatment_1472,restoration_FOSGOS,restoration_1472
5730522E02Rik,F,0.448534797,0.668,2.150002808,0.134,2.496671003,0.097,not restored,not restored
5730522E02Rik,M,-0.769143716,0.465,0.559666146,1,-0.53977699,1,not restored,not restored
5830417I10Rik,F,1.225860511,0.253,-1.701367906,0.24,-2.378363281,0.151,not restored,not restored
5830417I10Rik,M,0.468017173,0.656,-1.81343121,0.237,-1.991942547,0.237,not restored,not restored
6030458C11Rik,F,1.642739696,0.137,-0.864673288,0.822,0.483635677,0.822,not restored,not restored
6030458C11Rik,M,-0.596398547,0.57,-0.14099458,1,-0.070893863,1,not restored,not restored
6330403K07Rik,F,2.068190621,0.081,1.458415341,0.362,-0.398929974,0.699,not restored,not restored
6330403K07Rik,M,-0.156568937,0.879,0.767487854,1,0.555038866,1,not restored,not restored
6330409D20Rik,F,-2.018319562,0.082,0.118554198,1,-0.985742935,1,not restored,not restored
6330409D20Rik,M,0.601908942,0.561,-0.312834669,1,0.325654153,1,not restored,not restored
6330411D24Rik,F,-1.036658138,0.347,0.025402464,1,-0.726434205,1,not restored,not restored
6330411D24Rik,M,1.293066124,0.227,-1.415371724,0.564,-0.895052947,0.79,not restored,not restored
6330549D23Rik,F,0.451924174,0.668,-1.255889427,0.5,-2.348181057,0.122,not restored,not restored
6330549D23Rik,M,-1.812726152,0.102,-0.04613746,1,0.430294072,1,not restored,not restored
6430548M08Rik,F,0.141435292,0.893,-0.257473468,1,0.900629361,1,not restored,not restored
6430548M08Rik,M,1.40398676,0.215,0.675605062,0.896,1.140372085,0.858,not restored,not restored
6430550D23Rik,F,0.954661391,0.364,0.52452918,1,0.932561659,1,not restored,not restored
6430550D23Rik,M,-0.089826824,0.93,-1.211077522,0.508,-1.511034178,0.489,not restored,not restored
6430571L13Rik,F,-0.715826811,0.502,-0.022979808,1,0.56757056,1,not restored,not restored
6430571L13Rik,M,1.05470207,0.321,-0.155835308,1,-0.066735789,1,not restored,not restored
6820408C15Rik,F,-1.84018891,0.109,0.229543067,1,0.819712559,1,not restored,not restored
6820408C15Rik,M,-0.100185348,0.923,-0.580710568,1,-0.253309398,1,not restored,not restored
6820431F20Rik,F,-0.020892951,0.984,0.104060334,1,0.037234083,1,not restored,not restored
6820431F20Rik,M,0.072336128,0.943,-0.081931078,1,-0.136038048,1,not restored,not restored
9030624G23Rik,F,0.341337532,0.74,-0.021181068,0.984,1.027517715,0.78,not restored,not restored
9030624G23Rik,M,-0.76858847,0.464,0.4182539,1,-0.14024775,1,not restored,not restored
9130019O22Rik,F,-0.23580349,0.819,0.982703125,0.702,1.281386733,0.696,not restored,not restored
9130019O22Rik,M,0.627610351,0.547,0.254807476,1,-0.446437641,1,not restored,not restored
9130023H24Rik,F,1.38026164,0.198,-1.337932835,0.636,-0.733621283,0.734,not restored,not restored
9130023H24Rik,M,0.263936726,0.798,-0.037169166,1,-0.618242536,1,not restored,not restored
9130230L23Rik,F,1.377276572,0.199,1.100767649,0.657,-0.030898481,0.976,not restored,not restored
9130230L23Rik,M,0.901462395,0.391,0.848290049,0.428,-1.808794237,0.238,not restored,not restored
9130401M01Rik,F,1.30359966,0.242,0.248781808,1,-0.737571528,1,not restored,not restored
9130401M01Rik,M,2.013153249,0.086,0.705716073,1,0.107158626,1,not restored,not restored
9330102E08Rik,F,2.132953958,0.059,-0.410791761,1,-0.352451666,1,not restored,not restored
9330102E08Rik,M,-0.831705673,0.43,-1.209905889,0.789,-0.092634642,0.928,not restored,not restored
9330159F19Rik,F,1.86633615,0.116,-0.268604231,0.794,-2.171494837,0.176,not restored,not restored
9330159F19Rik,M,-1.086762462,0.322,-0.466185719,1,-0.734049691,1,not restored,not restored
9430015G10Rik,F,0.319090147,0.758,0.997923978,1,0.938933218,1,not restored,not restored
9430015G10Rik,M,0.426500033,0.68,-0.148016464,0.886,-1.329111613,0.454,not restored,not restored
9430038I01Rik,F,-0.751780329,0.471,1.391772686,0.39,0.139652801,0.893,not restored,not restored
9430038I01Rik,M,-0.755723773,0.468,1.830740858,0.309,0.928587005,0.756,not restored,not restored
9530050K03Rik,F,0.526928101,0.613,-0.897018831,1,-0.679779846,1,not restored,not restored
9530050K03Rik,M,-0.942348014,0.389,-0.789058687,0.903,-1.090656925,0.903,not restored,not restored
9530068E07Rik,F,1.717428033,0.139,0.464695961,1,0.669282218,1,not restored,not restored
9530068E07Rik,M,-0.39141746,0.708,0.474779516,1,0.284285329,1,not restored,not restored
9930012K11Rik,F,-2.632983574,0.026,2.562844814,0.058,4.206132921,0.011,not restored,restored
9930012K11Rik,M,-1.136827216,0.284,1.699201857,0.36,0.955670531,0.73,not restored,not restored
9930021J03Rik,F,2.313977211,0.055,-0.718326719,1,-0.018864836,1,not restored,not restored
9930021J03Rik,M,-0.377927356,0.716,-0.967659924,0.714,-1.317788171,0.651,not restored,not restored
9930111J21Rik1,F,0.601466495,0.561,0.877376737,0.818,-0.673994791,0.818,not restored,not restored
9930111J21Rik1,M,0.987985402,0.347,0.705260566,0.996,-0.415920611,0.996,not restored,not restored
9930111J21Rik2,F,-0.463640507,0.656,-0.848890862,1,-0.323430798,1,not restored,not restored
9930111J21Rik2,M,-0.709444803,0.495,-1.850187519,0.336,-1.536821135,0.336,not restored,not restored
A030005L19Rik,F,0.700519011,0.5,-0.398280507,1,-0.775563553,1,not restored,not restored
A030005L19Rik,M,0.964151068,0.368,-0.273397995,1,0.1314368,1,not restored,not restored
A130010J15Rik,F,0.985643709,0.367,1.011707397,1,0.349566282,1,not restored,not restored
A130010J15Rik,M,-1.348057498,0.211,1.836690522,0.318,0.15430383,0.881,not restored,not restored
A2m,F,2.387462174,0.04,0.160335156,1,-0.944174813,1,not restored,not restored
A2m,M,1.040696646,0.326,0.658105779,1,-0.587200253,1,not restored,not restored
A2ml1,F,-3.051881161,0.012,0.498507641,1,1.160783006,0.819,not restored,not restored
A2ml1,M,0.226584921,0.825,-1.013460257,1,0.061105242,1,not restored,not restored
A3galt2,F,0.78626769,0.451,-1.236217517,0.753,-1.02555039,0.753,not restored,not restored
A3galt2,M,0.278147891,0.789,1.361849885,0.471,1.53810363,0.471,not restored,not restored
A430005L14Rik,F,0.764450406,0.471,0.87523918,1,0.029026915,1,not restored,not restored
A430005L14Rik,M,-0.522327465,0.614,-0.528053503,1,-0.36841079,1,not restored,not restored
A430033K04Rik,F,0.832037657,0.431,1.311266372,0.44,2.133947069,0.176,not restored,not restored
A430033K04Rik,M,-0.988470089,0.36,-0.323475534,0.754,-1.251373178,0.72,not restored,not restored
A4galt,F,-0.032617516,0.975,-1.879325847,0.306,-0.135575156,0.895,not restored,not restored
A4galt,M,0.118719632,0.909,-0.898542109,0.804,0.455944204,0.804,not restored,not restored
A530016L24Rik,F,0.945872836,0.367,0.367451367,1,0.312110906,1,not restored,not restored
A530016L24Rik,M,-0.13111703,0.898,1.593668413,0.286,-0.9472548,0.376,not restored,not restored
A530064D06Rik,F,2.738519368,0.021,-0.115318657,1,-0.000219847,1,not restored,not restored
A530064D06Rik,M,-3.3665423,0.008,1.868525858,0.298,1.351073171,0.416,not restored,not restored
A630001G21Rik,F,-1.609619945,0.139,0.365290241,0.726,-2.088653184,0.192,not restored,not restored
A630001G21Rik,M,1.40292509,0.191,0.025131036,0.98,1.678952551,0.372,not restored,not restored
A630010A05Rik,F,0.806852552,0.439,-1.741105349,0.226,0.435458377,0.672,not restored,not restored
A630010A05Rik,M,-1.509640388,0.162,0.886935724,0.804,-0.876088967,0.804,not restored,not restored
A630089N07Rik,F,2.065289458,0.084,-0.273288801,0.98,-1.498285781,0.507,not restored,not restored
A630089N07Rik,M,-1.588633929,0.148,-1.269760151,0.699,-1.039903823,0.699,not restored,not restored
A830018L16Rik,F,1.944141387,0.096,-1.208347583,0.765,-0.731839611,0.934,not restored,not restored
A830018L16Rik,M,-0.908216014,0.397,0.039213058,1,-0.210843791,1,not restored,not restored
A930004D18Rik,F,-0.628187233,0.548,0.403480902,1,0.015116334,1,not restored,not restored
A930004D18Rik,M,1.779228869,0.109,-1.004108462,0.81,0.406629827,0.81,not restored,not restored
A930007A09Rik,F,1.397780561,0.193,0.040557543,1,-0.073562645,1,not restored,not restored
A930007A09Rik,M,0.923908121,0.378,1.243301084,0.597,-0.487817704,0.639,not restored,not restored
A930009A15Rik,F,1.153429691,0.279,-2.067115359,0.211,-1.893521206,0.211,not restored,not restored
A930009A15Rik,M,1.47957544,0.196,-0.880595515,1,-0.776904344,1,not restored,not restored
A930017M01Rik,F,-1.8571988,0.109,0.288381284,1,-0.165645505,1,not restored,not restored
A930017M01Rik,M,1.025690873,0.33,-0.684059532,1,0.604015986,1,not restored,not restored
A930033H14Rik,F,-0.135487366,0.896,1.085371746,0.606,-0.710210189,0.606,not restored,not restored
A930033H14Rik,M,0.383165151,0.71,-0.468868751,1,-0.421518282,1,not restored,not restored
AA413626,F,0.029441114,0.977,-0.453438685,1,0.45088475,1,not restored,not restored
AA413626,M,-0.682540844,0.515,0.088240468,1,0.476460572,1,not restored,not restored
AA414768,F,0.129128861,0.901,2.189609406,0.181,1.722697174,0.26,not restored,not restored
AA414768,M,-0.251281415,0.808,0.091804047,1,-0.035439213,1,not restored,not restored
AA986860,F,-0.010765001,0.992,-0.784868749,0.914,0.075840339,0.942,not restored,not restored
AA986860,M,-0.703180237,0.507,0.299620886,1,0.83080292,1,not restored,not restored
AI182371,F,-0.426746203,0.679,-0.047898311,1,0.352710695,1,not restored,not restored
AI182371,M,0.567501635,0.586,-0.549806885,1,-1.044219791,0.972,not restored,not restored
AI429214,F,-0.704451903,0.505,1.347427509,0.456,-0.362301793,0.725,not restored,not restored
AI429214,M,-2.290653446,0.045,-0.258661362,0.801,1.154124246,0.699,not restored,not restored
AI467606,F,-0.615289042,0.553,0.450719442,1,-0.613507595,1,not restored,not restored
AI467606,M,-0.062662142,0.951,0.621060175,1,0.309101557,1,not restored,not restored
AI593442,F,1.643012714,0.153,-1.562923005,0.492,-0.601744527,0.562,not restored,not restored
AI593442,M,-0.682722549,0.514,-0.14889615,1,-0.523047028,1,not restored,not restored
AI597479,F,1.815411827,0.124,-0.723807804,1,-0.530041626,1,not restored,not restored
AI597479,M,-0.655169068,0.54,-0.372915003,1,-0.619955853,1,not restored,not restored
AI837181,F,-1.150838098,0.3,-0.464133175,1,0.807647889,1,not restored,not restored
AI837181,M,1.315551672,0.243,-0.316212686,1,0.134817451,1,not restored,not restored
AI854703,F,0.181715074,0.86,-0.648650999,1,-0.738559342,1,not restored,not restored
AI854703,M,1.402721377,0.212,-0.201607739,1,0.117121932,1,not restored,not restored
AI987944,F,2.479989539,0.043,-1.316600495,0.657,-1.323353627,0.657,not restored,not restored
AI987944,M,-0.422185432,0.688,-0.862617066,1,-0.761095401,1,not restored,not restored
AU021092,F,1.051869651,0.32,0.840354724,0.842,-0.628202144,0.842,not restored,not restored
AU021092,M,-0.295774752,0.775,0.534732227,0.61,1.484980515,0.37,not restored,not restored
AU022252,F,1.020858674,0.335,-0.406559805,1,-0.272560362,1,not restored,not restored
AU022252,M,0.853544186,0.414,-0.820488061,0.866,-1.255155729,0.741,not restored,not restored
AU040320,F,-0.379740647,0.714,-0.286580811,1,0.175437527,1,not restored,not restored
AU040320,M,1.030632452,0.329,0.977606926,0.518,1.797812808,0.357,not restored,not restored
AU041133,F,1.853792176,0.104,-0.5085907,0.629,-1.645955634,0.278,not restored,not restored
AU041133,M,-0.918686981,0.391,-0.525466561,1,-0.922864007,1,not restored,not restored
AW146154,F,1.559376628,0.168,0.521076694,1,-0.325412266,1,not restored,not restored
AW146154,M,-0.921647181,0.399,0.349462209,0.737,-1.007771303,0.678,not restored,not restored
AW209491,F,0.023457352,0.982,0.919433554,0.843,-0.338847602,0.843,not restored,not restored
AW209491,M,0.004084191,0.997,-2.265718204,0.137,-0.876629516,0.415,not restored,not restored
AW551984,F,1.449490662,0.199,0.605887495,0.559,-1.19789487,0.518,not restored,not restored
AW551984,M,-0.844315671,0.428,-0.288659135,1,-0.468091365,1,not restored,not restored
AW554918,F,2.374779192,0.039,-1.880911765,0.297,-0.974190159,0.369,not restored,not restored
AW554918,M,0.103333533,0.92,-0.542749416,1,-0.509433784,1,not restored,not restored
AW822252,F,-0.199055836,0.848,0.431766513,1,0.470928115,1,not restored,not restored
AW822252,M,0.235655782,0.822,0.782795977,1,0.789201734,1,not restored,not restored
Aaas,F,-1.069835852,0.317,0.672621504,0.516,2.536947088,0.095,not restored,not restored
Aaas,M,-1.159675776,0.275,2.05315077,0.244,1.508363095,0.326,not restored,not restored
Aacs,F,-1.178935527,0.273,0.338939031,1,0.859030596,1,not restored,not restored
Aacs,M,0.838680037,0.431,-0.697775013,1,0.492849777,1,not restored,not restored
Aadat,F,1.282817178,0.234,-0.146541646,1,0.139245932,1,not restored,not restored
Aadat,M,-0.986283791,0.352,0.119252689,0.963,1.054506798,0.963,not restored,not restored
Aagab,F,0.962102397,0.37,-0.16793504,1,-0.402944802,1,not restored,not restored
Aagab,M,0.880591911,0.404,-0.401709427,1,-0.527817175,1,not restored,not restored
Aak1,F,2.830093581,0.025,-0.373411441,1,-0.078528147,1,not restored,not restored
Aak1,M,0.139757297,0.893,-0.152225428,1,-0.799202094,1,not restored,not restored
Aamdc,F,0.163535117,0.875,0.796658303,0.892,-0.530483957,0.892,not restored,not restored
Aamdc,M,0.952428539,0.368,-1.062665437,0.939,-0.708520887,0.998,not restored,not restored
Aamp,F,-0.789412636,0.463,-0.157556799,1,0.735530665,1,not restored,not restored
Aamp,M,1.209865925,0.276,-0.112761161,1,0.607346863,1,not restored,not restored
Aanat,F,-0.166504472,0.871,1.102375345,0.888,0.418178062,0.888,not restored,not restored
Aanat,M,1.862540123,0.105,0.22581694,1,0.228480083,1,not restored,not restored
Aar2,F,0.480626621,0.644,0.153277028,1,0.285661292,1,not restored,not restored
Aar2,M,1.382716842,0.198,0.733295387,1,-0.374561969,1,not restored,not restored
Aard,F,1.289686703,0.236,-0.753980134,1,-0.87931042,1,not restored,not restored
Aard,M,0.057530157,0.956,0.380365816,1,0.450684803,1,not restored,not restored
Aars,F,-0.837781606,0.43,-0.142764289,0.89,0.881473092,0.808,not restored,not restored
Aars,M,1.397672118,0.212,-0.000811782,1,0.777421754,1,not restored,not restored
Aars2,F,-0.690249325,0.514,0.465256618,1,0.293317224,1,not restored,not restored
Aars2,M,1.47788743,0.193,0.036809776,1,0.449037524,1,not restored,not restored
Aarsd1,F,-1.255272704,0.256,0.536084368,1,0.829173291,1,not restored,not restored
Aarsd1,M,2.009889483,0.083,-1.33182642,0.444,0.988506153,0.444,not restored,not restored
Aasdh,F,3.002556885,0.02,-0.706800204,1,-1.600769177,0.432,not restored,not restored
Aasdh,M,1.535636404,0.18,-1.263785047,0.472,-2.011736712,0.219,not restored,not restored
Aasdhppt,F,2.477699051,0.047,0.349072125,1,-0.038964474,1,not restored,not restored
Aasdhppt,M,-0.51168522,0.626,0.041816954,1,-0.575795785,1,not restored,not restored
Aass,F,0.930160607,0.386,0.751631915,0.546,-1.170158953,0.546,not restored,not restored
Aass,M,-1.257679468,0.242,-1.708047101,0.363,-0.965502949,0.714,not restored,not restored
Aatf,F,0.396359692,0.708,-0.78397035,1,0.348239831,1,not restored,not restored
Aatf,M,0.084863239,0.934,-0.904451447,0.978,0.341108522,0.978,not restored,not restored
Aatk,F,-0.967226044,0.377,-0.729327186,0.493,1.693217208,0.384,not restored,not restored
Aatk,M,1.049270076,0.341,0.107508079,1,0.682392618,1,not restored,not restored
Abat,F,0.815196768,0.439,0.290073816,1,-0.054914137,1,not restored,not restored
Abat,M,0.46236748,0.655,-0.709684971,0.994,0.228460487,0.994,not restored,not restored
Abca1,F,0.666403432,0.521,0.703175712,1,0.531708454,1,not restored,not restored
Abca1,M,0.64345771,0.534,0.715522181,0.495,-1.339954734,0.42,not restored,not restored
Abca12,F,-0.272900618,0.795,-1.401297297,0.624,-1.344323834,0.624,not restored,not restored
Abca12,M,-1.131473638,0.287,0.574283637,0.58,-1.65810979,0.285,not restored,not restored
Abca13,F,2.995046364,0.014,-1.133645777,0.867,-0.685907546,1,not restored,not restored
Abca13,M,3.825937786,0.009,-1.265612045,0.476,-1.62985027,0.42,not restored,not restored
Abca17,F,0.09211474,0.929,-0.688304011,1,0.11008434,1,not restored,not restored
Abca17,M,1.474095437,0.175,-0.483338149,0.993,-1.01540024,0.993,not restored,not restored
Abca2,F,-0.124369706,0.905,-0.80248529,0.718,0.972535962,0.718,not restored,not restored
Abca2,M,0.438209049,0.673,0.487791915,1,0.84887114,1,not restored,not restored
Abca3,F,-0.145573854,0.888,-0.859180623,0.826,0.827085951,0.826,not restored,not restored
Abca3,M,0.773038701,0.467,1.134719986,0.58,1.822260856,0.33,not restored,not restored
Abca4,F,0.748527653,0.471,-0.874246115,1,-0.238299828,1,not restored,not restored
Abca4,M,0.647477116,0.534,-0.7189873,1,-0.775325468,1,not restored,not restored
Abca5,F,1.396141656,0.208,-0.294415419,0.974,0.730291569,0.974,not restored,not restored
Abca5,M,-0.320019333,0.761,0.144478387,1,-0.609891486,1,not restored,not restored
Abca6,F,0.344765941,0.737,0.31262648,1,0.149876871,1,not restored,not restored
Abca6,M,0.870504366,0.406,-0.169144986,0.869,-1.325928687,0.648,not restored,not restored
Abca7,F,0.55206781,0.6,-0.620981031,1,-0.33704904,1,not restored,not restored
Abca7,M,-0.23898231,0.816,0.597689995,1,1.233929002,0.741,not restored,not restored
Abca8a,F,-0.256964379,0.802,-1.108135238,0.672,1.109593011,0.672,not restored,not restored
Abca8a,M,1.134147261,0.306,0.112613113,1,-0.865947233,1,not restored,not restored
Abca8b,F,1.872649092,0.097,-0.388606426,1,-0.428211407,1,not restored,not restored
Abca8b,M,0.208546054,0.84,-0.498804756,0.942,-1.059985837,0.942,not restored,not restored
Abca9,F,2.170408449,0.055,-0.443046536,1,-1.443622235,0.555,not restored,not restored
Abca9,M,0.063262482,0.951,-0.070331748,1,-0.524681926,1,not restored,not restored
Abcb10,F,2.723464137,0.027,-0.699129665,1,-0.471241606,1,not restored,not restored
Abcb10,M,-0.093734917,0.928,0.772586392,1,-0.105614822,1,not restored,not restored
Abcb1a,F,1.48322476,0.177,-1.54119694,0.477,-0.829131301,0.854,not restored,not restored
Abcb1a,M,-0.933432746,0.381,0.914126425,0.78,-0.5061459,0.78,not restored,not restored
Abcb1b,F,-0.53982829,0.604,0.288681684,1,1.179787519,0.798,not restored,not restored
Abcb1b,M,-0.487493535,0.639,0.640324888,1,0.833072195,1,not restored,not restored
Abcb4,F,1.393218501,0.196,-1.2501049,0.708,-0.114583218,0.911,not restored,not restored
Abcb4,M,-1.226303502,0.255,-0.192059934,1,-0.394250059,1,not restored,not restored
Abcb6,F,-1.439995102,0.205,-0.117162001,0.91,3.012275105,0.056,not restored,not restored
Abcb6,M,-1.347929367,0.208,3.298019832,0.025,2.196364856,0.109,not restored,not restored
Abcb7,F,1.83326593,0.123,1.736652277,0.23,-0.616985275,0.551,not restored,not restored
Abcb7,M,-0.70779105,0.507,0.102668303,1,-0.29893393,1,not restored,not restored
Abcb8,F,-0.405400282,0.698,0.146572328,1,0.325847058,1,not restored,not restored
Abcb8,M,1.004784291,0.358,-0.295491866,1,0.316299382,1,not restored,not restored
Abcb9,F,-0.839725546,0.422,-0.633978564,1,0.708431904,1,not restored,not restored
Abcb9,M,0.989845612,0.367,0.058673115,0.955,0.978560872,0.855,not restored,not restored
Abcc1,F,1.017888533,0.334,-0.185984671,0.857,1.209558399,0.768,not restored,not restored
